,Arists,Date,Entry,Peak,Song,Weeks
9890,CARPENTERS,3/29/1975,74,4,Only Yesterday,13
9915,NEIL SEDAKA,3/29/1975,83,22,The Immigrant,10
9916,GORDON LIGHTFOOT,3/29/1975,84,26,Rainy Day People,11
9918,LOBO,3/29/1975,86,27,Don't Tell Me Goodnight,9
9922,EVIE SANDS,3/29/1975,89,50,You Brought The Woman Out Of Me,8
9930,TAMIKO JONES,3/29/1975,101,60,Touch Me Baby (Reaching Out For Your Love),11
9933,BRIAN PROTHEROE,3/29/1975,100,60,Pinball,7
9938,JOE SIMON,3/29/1975,108,8,"Get Down, Get Down (Get On The Floor)",18
9941,DENNIS YOST AND THE CLASSICS IV,3/29/1975,110,94,My First Day Without Her,3
9944,BARBARA MASON,3/29/1975,107,91,Shakin' Up,7
9948,THE HOLLIES,3/29/1975,106,85,Sandy,4
9963,CARPENTERS,3/29/1975,74,4,Only Yesterday,13
9984,NEIL SEDAKA,3/29/1975,83,22,The Immigrant,10
9988,LOBO,3/29/1975,86,27,Don't Tell Me Goodnight,9
9990,GORDON LIGHTFOOT,3/29/1975,84,26,Rainy Day People,11
10002,JOE SIMON,3/29/1975,108,8,Get Down Get Down (Get On The Floor),18
10003,EVIE SANDS,3/29/1975,89,50,You Brought The Woman Out Of Me,8
10018,BRIAN PROTHEROE,3/29/1975,100,60,Pinball,7
10019,TOMIKO JONES,3/29/1975,101,60,Touch Me Baby (Reaching Out For Your Love),11
10045,BARBARA MASON,3/29/1975,107,91,Shackin' Up,7
10077,JOE SIMON,3/29/1975,108,8,Get Down Get Down (Get On The Floor),18
10079,CARPENTERS,3/29/1975,74,4,Only Yesterday,13
10146,GORDON LIGHTFOOT,3/29/1975,84,26,Rainy Day People,11
10148,TOMIKO JONES,3/29/1975,101,60,Touch Me Baby (Reaching Out For Your Love),11
10191,JOE SIMON,3/29/1975,108,8,Get Down Get Down (Get On The Floor),18
9882,JOHN DENVER,3/22/1975,82,1,Thank God I'm A Country Boy,19
9907,GLORIA GAYNOR,3/22/1975,86,60,Reach Out I'll Be There,5
9909,"RAMSEY LEWIS & EARTH, WIND AND FIRE",3/22/1975,84,44,Sun Goddess,7
9919,HERBIE MANN,3/22/1975,108,14,Hijack,12
9921,HAROLD MELVIN & THE BLUE NOTES,3/22/1975,88,15,Bad Luck,17
9937,MICHAEL MURPHEY,3/22/1975,109,3,Wildfire,20
9951,STEPPENWOLF,3/22/1975,110,108,Smokey Factory Blues,3
9968,JOHN DENVER,3/22/1975,82,1,Thank God I'm A Country Boy,19
9979,HERBIE MANN,3/22/1975,108,14,Hijack,12
9991,HAROLD MELVIN & THE BLUE NOTES,3/22/1975,88,15,Bad Luck,17
9993,MICHAEL MURPHEY,3/22/1975,109,3,Wildfire,20
10027,"RAMSEY LEWIS & EARTH, WIND AND FIRE",3/22/1975,84,44,Sun Goddess,7
10064,JOHN DENVER,3/22/1975,82,1,Thank God I'm A Country Boy,19
10080,MICHAEL MURPHEY,3/22/1975,109,3,Wildfire,20
10081,HAROLD MELVIN & THE BLUE NOTES,3/22/1975,88,15,Bad Luck,17
10105,HERBIE MANN,3/22/1975,108,14,Hijack,12
10177,MICHAEL MURPHEY,3/22/1975,109,3,Wildfire,20
10203,JOHN DENVER,3/22/1975,82,1,Thank God I'm A Country Boy,19
10210,HAROLD MELVIN & THE BLUE NOTES,3/22/1975,88,15,Bad Luck,17
10336,MICHAEL MURPHEY,3/22/1975,109,3,Wildfire,20
9870,TONY ORLANDO & DAWN,3/15/1975,55,1,He Don't Love You (Like I Love You),14
9879,JOHN LENNON,3/15/1975,78,20,Stand By Me,9
9881,PAUL ANKA,3/15/1975,71,8,I Don't Like To Sleep Alone,15
9889,KRAFTWERK,3/15/1975,87,25,Autobahn,10
9894,DAVID BOWIE,3/15/1975,84,28,Young Americans,11
9895,BOBBY VINTON,3/15/1975,86,33,Beer Barrel Polka,9
9896,BILLY SWAN,3/15/1975,75,53,I'm Her Fool,4
9898,TOM T. HALL,3/15/1975,98,55,Sneaky Snake,6
9901,TEMPTATIONS,3/15/1975,104,26,Shaky Ground,15
9905,MAJOR HARRIS,3/15/1975,107,5,Love Won't Let Me Wait,20
9952,THE PHILLY DEVOTIONS,3/15/1975,108,103,I Just Can't Say Goodbye,4
9954,TONY ORLANDO & DAWN,3/15/1975,55,1,He Don't Love You (Like I Love You),14
9964,PAUL ANKA,3/15/1975,71,8,I Don't Like To Sleep Alone,15
9973,JOHN LENNON,3/15/1975,78,20,Stand By Me,9
9978,KRAFTWERK,3/15/1975,87,25,Autobahn,10
9980,MAJOR HARRIS,3/15/1975,107,5,Love Won't Let Me Wait,20
9982,DAVID BOWIE,3/15/1975,84,28,Young Americans,11
9992,TEMPTATIONS,3/15/1975,104,26,Shaky Ground,15
10005,BOBBY VINTON,3/15/1975,86,33,Beer Barrel Polka,9
10072,MAJOR HARRIS,3/15/1975,107,5,Love Won't Let Me Wait,20
10085,PAUL ANKA,3/15/1975,71,8,I Don't Like To Sleep Alone,15
10089,TEMPTATIONS,3/15/1975,104,26,Shaky Ground,15
10106,TONY ORLANDO & DAWN,3/15/1975,55,1,He Don't Love You (Like I Love You),14
10178,MAJOR HARRIS,3/15/1975,107,5,Love Won't Let Me Wait,20
9845,ELTON JOHN BAND,3/8/1975,53,1,Philadelphia Freedom,21
9857,BARRY WHITE,3/8/1975,76,8,What Am I Gonna Do With You,11
9874,BOB DYLAN,3/8/1975,74,31,Tangled Up In Blue,7
9880,SPINNERS,3/8/1975,77,37,Living A Little Laughing A Little,7
9883,MARIE OSMOND,3/8/1975,83,40,Who's Sorry Now,6
9888,BENNY BELL,3/8/1975,95,30,Shaving Cream,11
9913,BLOODSTONE,3/8/1975,104,57,My Little Lady,10
9920,LOLEATTA HOLLOWAY,3/8/1975,108,68,Cry To Me,7
9928,ECSTACY PASSION AND PAIN,3/8/1975,110,48,One Beautiful Day,9
9932,JOHNNY WAKELIN,3/8/1975,100,53,Black Superman (Muhammad Ali),12
9934,POINTER SISTERS,3/8/1975,96,89,Live Your Life Before You Die,5
9943,SUSAN JACKS,3/8/1975,99,90,You're A Part Of Me,5
9957,ELTON JOHN BAND,3/8/1975,53,1,Philadelphia Freedom,21
9975,BARRY WHITE,3/8/1975,76,8,What Am I Gonna Do With You,11
9983,BENNY BELL,3/8/1975,95,30,Shaving Cream,11
10001,ECSTACY PASSION AND PAIN,3/8/1975,110,48,One Beautiful Day,9
10010,BLOODSTONE,3/8/1975,104,57,My Little Lady,10
10013,JOHNNY WAKELIN,3/8/1975,100,53,Black Superman (Muhammad Ali),12
10073,ELTON JOHN BAND,3/8/1975,53,1,Philadelphia Freedom,21
10207,ELTON JOHN BAND,3/8/1975,53,1,Philadelphia Freedom,21
9802,AL GREEN,3/1/1975,69,13,L.O.V.E. (Love),12
9815,BARRY MANILOW,3/1/1975,82,12,It's A Miracle,13
9819,WET WILLIE,3/1/1975,86,69,Leona,5
9822,MICHAEL JACKSON,3/1/1975,89,54,We're Almost There,8
9827,ODIA COATES,3/1/1975,94,71,Showdown,6
9832,JOE WALSH,3/1/1975,99,93,Turn To Stone,3
9834,SOLOMON BURKE,3/1/1975,101,96,You Are Your Baby Blues,5
9835,THE TOWER OF POWER,3/1/1975,102,102,Only So Much Oil In The Ground,2
9836,ACE,3/1/1975,103,3,How Long,17
9837,CHARLIE KULIS,3/1/1975,104,46,Runaway,10
9838,THE 5TH DIMENSION,3/1/1975,105,105,No Love In The Room,2
9840,JIMMY BAUMONT AND THE SKYLINERS,3/1/1975,107,106,Where Have They Gone,2
9841,ANDY FAIRWEATHER-LOW,3/1/1975,108,107,Spider Jiving,2
9842,RANDY EDELMAN,3/1/1975,109,92,Everybody Wants To Find A Bluebird,5
9843,HOYT AXTON,3/1/1975,110,110,Nashville / Speed Trap,1
9862,AL GREEN,3/1/1975,69,13,L.O.V.E. (Love),12
9871,BARRY MANILOW,3/1/1975,82,12,It's A Miracle,13
9878,ACE,3/1/1975,103,3,How Long,17
9897,MICHAEL JACKSON,3/1/1975,89,54,We're Almost There,8
9906,CHARLIE KULIS,3/1/1975,104,46,Runaway,10
9936,ODIA COATES,3/1/1975,94,71,Showdown,6
9965,ACE,3/1/1975,103,3,How Long,17
9966,BARRY MANILOW,3/1/1975,82,12,It's A Miracle,13
9971,AL GREEN,3/1/1975,69,13,L.O.V.E. (Love),12
10028,CHARLIE KULIS,3/1/1975,104,46,Runaway,10
10066,ACE,3/1/1975,103,3,How Long,17
9774,CHICAGO,2/22/1975,55,13,Harry Truman,9
9798,JIMMY CASTOR BUNCH,2/22/1975,92,16,Bertha Butt Boogie,13
9803,LEO SAYER,2/22/1975,82,9,Long Tall Glasses,15
9806,BLUE SWEDE,2/22/1975,83,61,Hush / I'm Alive,5
9807,HUES CORPORATION,2/22/1975,84,62,Love Corporation,6
9811,GLADYS KNIGHT AND THE PIPS,2/22/1975,88,47,Love Finds Its Own Way,8
9816,CONWAY TWITTY,2/22/1975,96,61,Linda On My Mind,8
9818,JAMES BROWN,2/22/1975,90,80,Reality,4
9823,COMMANDER CODY AND HIS LOST PLANET AIRMEN,2/22/1975,100,56,Don't Let Go,6
9825,ATLANTA RHYTHM SECTION,2/22/1975,99,79,Angel (What In The World's Come Over Us),5
9828,LORETTA LYNN,2/22/1975,105,70,The Pill,8
9829,THE PURE PRAIRIE LEAGUE,2/22/1975,109,27,Aime,14
9831,THE CHI-LITES,2/22/1975,104,78,Toby / That's How Long,8
9839,JIM GILSTRAP,2/22/1975,110,55,Swing Your Daddy,11
9856,CHICAGO,2/22/1975,55,13,Harry Truman,9
9866,LEO SAYER,2/22/1975,82,9,Long Tall Glasses,15
9868,JIMMY CASTOR BUNCH,2/22/1975,92,16,Bertha Butt Boogie,13
9887,PURE PRAIRIE LEAGUE,2/22/1975,109,27,Aime,14
9891,GLADYS KNIGHT AND THE PIPS,2/22/1975,88,47,Love Finds Its Own Way,8
9904,CONWAY TWITTY,2/22/1975,96,61,Linda On My Mind,8
9910,JIM GILSTRAP,2/22/1975,110,55,Swing Your Daddy,11
9917,LORETTA LYNN,2/22/1975,105,70,The Pill,8
9925,CHI-LITES,2/22/1975,104,78,Toby,8
9962,LEO SAYER,2/22/1975,82,9,Long Tall Glasses,15
9969,JIMMY CASTOR BUNCH,2/22/1975,92,16,Bertha Butt Boogie,13
9995,PURE PRAIRIE LEAGUE,2/22/1975,109,27,Aime,14
10014,JIM GILSTRAP,2/22/1975,110,55,Swing Your Daddy,11
9778,RUFUS & CHAKA KHAN,2/15/1975,79,10,Once You Get Started,13
9795,CARL DOUGLAS,2/15/1975,85,48,Dance The Kung Fu,7
9796,EARTH WIND AND FIRE,2/15/1975,86,1,Shining Star,20
9808,DONNY OSMOND,2/15/1975,89,50,I Have A Dream,7
9809,EDDIE KENDRICKS,2/15/1975,97,18,Shoeshine Boy,18
9810,HARRY CHAPIN,2/15/1975,87,44,I Wanna Learn A Love Song,9
9817,LANA CANTRELL,2/15/1975,104,63,Like A Sunday Morning,6
9821,DOOLEY SILVERSPOON,2/15/1975,100,80,Bump Me Baby,6
9824,CARL CARLTON,2/15/1975,99,91,Smokin' Room,4
9854,RUFUS & CHAKA KHAN,2/15/1975,79,10,Once You Get Started,13
9863,EARTH WIND AND FIRE,2/15/1975,86,1,Shining Star,20
9877,EDDIE KENDRICKS,2/15/1975,97,18,Shoeshine Boy,18
9899,HARRY CHAPIN,2/15/1975,87,44,I Wanna Learn A Love Song,9
9960,EARTH WIND AND FIRE,2/15/1975,86,1,Shining Star,20
9976,EDDIE KENDRICKS,2/15/1975,97,18,Shoeshine Boy,18
10009,RUFUS & CHAKA KHAN,2/15/1975,79,10,Once You Get Started,13
10076,EARTH WIND AND FIRE,2/15/1975,86,1,Shining Star,20
10093,EDDIE KENDRICKS,2/15/1975,97,18,Shoeshine Boy,18
9764,RINGO STARR,2/8/1975,78,3,No No Song / Snookeroo,14
9772,HELEN REDDY,2/8/1975,72,22,Emotion,9
9779,BEN E. KING,2/8/1975,85,5,Supernatural Thing,14
9786,CHARLIE DANIELS BAND,2/8/1975,86,29,The South's Gonna Do It,10
9812,QUEEN,2/8/1975,98,12,Killer Queen,19
9820,AL DOWNING,2/8/1975,109,85,I'll Be Holding On,6
9846,RINGO STARR,2/8/1975,78,3,No No Song / Snookeroo,14
9859,BEN E. KING,2/8/1975,85,5,Supernatural Thing,14
9875,QUEEN,2/8/1975,98,12,Killer Queen,19
9886,CHARLIE DANIELS BAND,2/8/1975,86,29,The South's Gonna Do It,10
9893,HELEN REDDY,2/8/1975,72,22,Emotion,9
9967,QUEEN,2/8/1975,98,12,Killer Queen,19
9974,BEN E. KING,2/8/1975,85,5,Supernatural Thing,14
10004,RINGO STARR,2/8/1975,78,3,No No Song / Snookeroo,14
10119,QUEEN,2/8/1975,98,12,Killer Queen,19
9696,NEIL DIAMOND,2/1/1975,73,34,I've Been This Way Before,7
9706,C.W. McCALL,2/1/1975,83,40,Wolf Creek Pass,11
9707,CHARLIE RICH,2/1/1975,84,49,My Elusive Dreams,6
9709,PAULA WEBB,2/1/1975,86,60,Please Mr. President,4
9711,DAN FOGELBERG,2/1/1975,88,31,Part Of The Plan,9
9712,FANNY,2/1/1975,89,29,Butter Boy,11
9713,FLASH CADILLAC AND THE CONTINENTAL KIDS,2/1/1975,90,41,Good Times Rock & Roll,8
9720,FREDDY FENDER,2/1/1975,97,1,Before The Next Teardrop Falls,21
9722,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,2/1/1975,99,1,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,18
9724,THE BLACKBYRDS,2/1/1975,101,6,Walking In Rhythm,18
9725,REUNION,2/1/1975,102,101,Disco-Tekin,3
9726,HERBIE MANN,2/1/1975,103,93,Hijack,5
9729,HOT CHOCOLATE,2/1/1975,106,8,Emma,15
9730,THE LOVE UNLIMITED ORCHESTRA,2/1/1975,107,22,Satin Soul,13
9731,THE OZARK MOUNTAIN DAREDEVILS,2/1/1975,108,3,Jackie Blue,22
9732,VERNON BURCH,2/1/1975,109,101,Changes (Messin' With My Mind),3
9767,NEIL DIAMOND,2/1/1975,73,34,I've Been This Way Before,7
9769,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,2/1/1975,99,1,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,18
9773,DAN FOGELBERG,2/1/1975,88,31,Part Of The Plan,9
9780,HOT CHOCOLATE,2/1/1975,106,8,Emma,15
9781,FREDDY FENDER,2/1/1975,97,1,Before The Next Teardrop Falls,21
9782,C.W. McCALL,2/1/1975,83,40,Wolf Creek Pass,11
9783,FLASH CADILLAC AND THE CONTINENTAL KIDS,2/1/1975,90,41,Good Times Rock & Roll,8
9784,CHARLIE RICH,2/1/1975,84,49,My Elusive Dreams,6
9785,FANNY,2/1/1975,89,29,Butter Boy,11
9789,BLACKBYRDS,2/1/1975,101,6,Walking In Rhythm,18
9791,LOVE UNLIMITED ORCHESTRA,2/1/1975,107,22,Satin Soul,13
9800,OZARK MOUNTAIN DAREDEVILS,2/1/1975,108,3,Jackie Blue,22
9826,HERBIE MANN,2/1/1975,103,93,Hijack,5
9851,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,2/1/1975,99,1,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,18
9858,HOT CHOCOLATE,2/1/1975,106,8,Emma,15
9860,FREDDY FENDER,2/1/1975,97,1,Before The Next Teardrop Falls,21
9861,BLACKBYRDS,2/1/1975,101,6,Walking In Rhythm,18
9865,LOVE UNLIMITED ORCHESTRA,2/1/1975,107,22,Satin Soul,13
9869,OZARK MOUNTAIN DAREDEVILS,2/1/1975,108,3,Jackie Blue,22
9872,FANNY,2/1/1975,89,29,Butter Boy,11
9892,C.W. McCALL,2/1/1975,83,40,Wolf Creek Pass,11
9955,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,2/1/1975,99,1,(Hey Won't You Play) Another Somebody Done Somebody Wrong SoB.J. THOMAS,18
9956,FREDDY FENDER,2/1/1975,97,1,Before The Next Teardrop Falls,21
9959,OZARK MOUNTAIN DAREDEVILS,2/1/1975,108,3,Jackie Blue,22
9961,BLACKBYRDS,2/1/1975,101,6,Walking In Rhythm,18
9972,HOT CHOCOLATE,2/1/1975,106,8,Emma,15
10070,FREDDY FENDER,2/1/1975,97,1,Before The Next Teardrop Falls,21
10091,OZARK MOUNTAIN DAREDEVILS,2/1/1975,108,3,Jackie Blue,22
9665,B.T. EXPRESS,1/25/1975,85,4,Express,15
9672,OLIVIA NEWTON-JOHN,1/25/1975,63,1,Have You Never Been Mellow,16
9692,ELVIS PRESLEY,1/25/1975,82,20,My Boy,11
9698,MILLIE JACKSON,1/25/1975,89,42,If Loving You Is Wrong I Don't Want To Be Right,7
9703,GEORGE McCRAE,1/25/1975,90,37,I Get Lifted / I Can't Leave You Alone,9
9704,SAMMY JOHNS,1/25/1975,109,5,Chevy Van,18
9708,SAM NEELY,1/25/1975,102,54,I Fought The Law,8
9716,JIM WEATHERLEY,1/25/1975,100,87,I'll Still Love You,5
9718,STARK & McBRIEN,1/25/1975,99,85,Isn't It Lonely Together,6
9719,JOSE FELICIANO,1/25/1975,97,96,Chico And The Man,2
9727,NIGEL OLSSON,1/25/1975,107,91,Only One Woman,10
9733,THE HUDSON BROTHERS,1/25/1975,108,108,Coochie Coochie Coo,5
9735,OLIVIA NEWTON-JOHN,1/25/1975,63,1,Have You Never Been Mellow,16
9749,B.T. EXPRESS,1/25/1975,85,4,Express,15
9756,ELVIS PRESLEY,1/25/1975,82,20,My Boy,11
9770,GEORGE McCRAE,1/25/1975,90,37,I Get Lifted / I Can't Leave You Alone,9
9771,SAMMY JOHNS,1/25/1975,109,5,Chevy Man,18
9775,MILLIE JACKSON,1/25/1975,89,42,If Loving You Is Wrong I Don't Want To Be Right,7
9787,SAM NEELY,1/25/1975,102,54,I Fought The Law,8
9830,STARK & McBRIEN,1/25/1975,99,85,Isn't It Lonely Together,6
9833,NIGEL OLSSON,1/25/1975,107,91,Only One Woman,10
9847,B.T. EXPRESS,1/25/1975,85,4,Express,15
9852,OLIVIA NEWTON-JOHN,1/25/1975,63,1,Have You Never Been Mellow,16
9855,SAMMY JOHNS,1/25/1975,109,5,Chevy Man,18
9903,ELVIS PRESLEY,1/25/1975,82,20,My Boy,11
9958,SAMMY JOHNS,1/25/1975,109,5,Chevy Man,18
10021,OLIVIA NEWTON-JOHN,1/25/1975,63,1,Have You Never Been Mellow,16
10026,B.T. EXPRESS,1/25/1975,85,4,Express,15
9660,BACHMAN-TURNER OVERDRIVE,1/18/1975,67,14,Roll On Down The Highway,11
9669,BAD COMPANY,1/18/1975,70,19,Movin' On,10
9683,DAVID GATES,1/18/1975,94,29,Never Let Her Go,10
9686,JACKSON FIVE,1/18/1975,87,15,I Am Love,14
9690,STYLISTICS,1/18/1975,89,47,Star On A TV Show,7
9691,"RAMSEY LEWIS & EARTH, WIND AND FIRE",1/18/1975,90,50,Hot Dawgit,6
9699,CHARLIE ROSS,1/18/1975,97,61,Thanks For The Smiles,5
9700,JIM CAPALDI,1/18/1975,100,55,It's All Right,7
9715,MAUREEN McGOVERN,1/18/1975,108,83,We May Never Love Like This Again,5
9728,TODD RUNDGREN featuring WOLFMAN JACK,1/18/1975,106,105,Wolfman Jack,4
9747,BACHMAN-TURNER OVERDRIVE,1/18/1975,67,14,Roll On Down The Highway,11
9752,BAD COMPANY,1/18/1975,70,19,Movin' On,10
9759,JACKSON FIVE,1/18/1975,87,15,I Am Love,14
9763,DAVID GATES,1/18/1975,94,29,Never Let Her Go,10
9788,JIM CAPALDI,1/18/1975,100,55,It's All Right,7
9801,STYLISTICS,1/18/1975,89,47,Star On A TV Show,7
9876,JACKSON FIVE,1/18/1975,87,15,I Am Love,14
9661,GEORGE HARRISON,1/11/1975,81,36,Ding Dong,6
9678,DIAMOND REO,1/11/1975,86,44,Ain't That Peculiar,6
9682,MINNIE RIPERTON,1/11/1975,107,1,Lovin' You,19
9687,SHIRLEY & CO.,1/11/1975,98,12,Shame Shame Shame,16
9710,AL WILSON,1/11/1975,99,70,I Won't Last A Day Without You,7
9755,MINNIE RIPERTON,1/11/1975,107,1,Lovin' You,19
9760,SHIRLEY & CO.,1/11/1975,98,12,Shame Shame Shame,16
9844,MINNIE RIPERTON,1/11/1975,107,1,Lovin' You,19
9867,SHIRLEY & CO.,1/11/1975,98,12,Shame Shame Shame,16
9970,MINNIE RIPERTON,1/11/1975,107,1,Lovin' You,19
9580,CAROLE KING,1/4/1975,67,9,Nightingale,12
9596,ISLEY BROTHERS,1/4/1975,83,73,Midnight Sky,5
9601,KOOL AND THE GANG,1/4/1975,88,63,Rhyme Tyme People,8
9605,SISTER SLEDGE,1/4/1975,92,92,Love Don't You Go Through No Changes On Me,3
9608,PHOEBE SNOW,1/4/1975,95,5,Poetry Man,18
9616,JAMES & BOBBY PURIFY,1/4/1975,103,101,Do Your Thing,4
9619,THE HELLO PEOPLE,1/4/1975,106,71,Future Shock,9
9620,FLASH CADILLAC AND THE CONTINENTAL KIDS,1/4/1975,107,104,"Good Times, Rock And Roll",3
9621,FIRST CHOICE,1/4/1975,108,108,Guilty,1
9622,LEON HAYWOOD,1/4/1975,109,102,Believe Half Of What You See (And None Of What You Hear),3
9623,T.G. SHEPARD,1/4/1975,110,54,Devil In The Bottle,11
9646,CAROLE KING,1/4/1975,67,9,Nightingale,12
9673,PHOEBE SNOW,1/4/1975,95,5,Poetry Man,18
9693,KOOL AND THE GANG,1/4/1975,88,63,Rhyme Tyme People,8
9697,ISLEY BROTHERS,1/4/1975,83,73,Midnight Sky,5
9702,HELLO PEOPLE,1/4/1975,106,71,Future Shock,9
9714,T.G. SHEPARD,1/4/1975,110,54,Devil In The Bottle,11
9742,CAROLE KING,1/4/1975,67,9,Nightingale,12
9750,PHOEBE SNOW,1/4/1975,95,5,Poetry Man,18
9792,T.G. SHEPARD,1/4/1975,110,54,Devil In The Bottle,11
9813,HELLO PEOPLE,1/4/1975,106,71,Future Shock,9
9849,PHOEBE SNOW,1/4/1975,95,5,Poetry Man,18
10029,PHOEBE SNOW,1/4/1975,95,5,Poetry Man,18
9577,JOHN DENVER,12/28/1974,78,13,Sweet Surrender,11
9579,AMERICA,12/28/1974,77,5,Lonely People,14
9587,JONI MITCHELL,12/28/1974,84,24,Big Yellow Taxi (Live),10
9588,CANDI STATON,12/28/1974,86,51,As Long As He Takes Care Of Home,6
9591,MARIA MULDAUR,12/28/1974,88,12,I'm A Woman,14
9602,BILLY WITHERS,12/28/1974,93,89,Heartbreak Road,4
9612,POLLY BROWN,12/28/1974,110,16,Up In A Puff Of Smoke,14
9644,JOHN DENVER,12/28/1974,78,13,Sweet Surrender,11
9647,AMERICA,12/28/1974,77,5,Lonely People,14
9653,MARIA MULDAUR,12/28/1974,88,12,I'm A Woman,14
9655,JONI MITCHELL,12/28/1974,84,24,Big Yellow Taxi (Live),10
9674,POLLY BROWN,12/28/1974,110,16,Up In A Puff Of Smoke,14
9677,CANDI STATON,12/28/1974,86,51,As Long As He Takes Care Of Home,6
9739,AMERICA,12/28/1974,77,5,Lonely People,14
9745,MARIA MULDAUR,12/28/1974,88,12,I'm A Woman,14
9753,POLLY BROWN,12/28/1974,110,16,Up In A Puff Of Smoke,14
9762,JOHN DENVER,12/28/1974,78,13,Sweet Surrender,11
9805,JONI MITCHELL,12/28/1974,84,24,Big Yellow Taxi (Live),10
9554,TONY ORLANDO & DAWN,12/21/1974,74,11,Look In My Eyes Pretty Woman,12
9559,DOOBIE BROTHERS,12/21/1974,75,1,Black Water,17
9560,JOHN LENNON,12/21/1974,68,9,#9 Dream,12
9571,JIM STAFFORD,12/21/1974,79,24,Your Bulldog Drinks Champagne,10
9576,TEMPTATIONS,12/21/1974,85,40,Happy People,10
9590,ANNE MURRAY,12/21/1974,86,59,Day Tripper,6
9595,MIRACLES,12/21/1974,88,78,Don't Cha Love It,4
9597,AL MARTINO,12/21/1974,89,17,To The Door Of The Sun,16
9600,PETER SHELLEY,12/21/1974,94,81,Gee Baby,6
9603,THE MANHATTANS,12/21/1974,109,37,Don't Take Your Love,12
9607,LYNN ANDERSON,12/21/1974,110,93,"What A Man, My Man Is",5
9611,LABELLE,12/21/1974,104,1,Lady Marmalade (Voulez-Vous Coucher Avec Moi),20
9613,CHILLIWACK,12/21/1974,103,98,Crazy Talk,7
9614,JOE COCKER,12/21/1974,102,5,You Are So Beautiful / It's A Sin When You Love Somebody,20
9617,THE LOVE UNLIMITED ORCHESTRA,12/21/1974,106,102,Baby Blues,4
9639,DOOBIE BROTHERS,12/21/1974,75,1,Black Water,17
9640,JOHN LENNON,12/21/1974,68,9,#9 Dream,12
9641,TONY ORLANDO & DAWN,12/21/1974,74,11,Look In My Eyes Pretty Woman,12
9648,JIM STAFFORD,12/21/1974,79,24,Your Bulldog Drinks Champagne,10
9659,LABELLE,12/21/1974,104,1,Lady Marmalade,20
9663,TEMPTATIONS,12/21/1974,85,40,Happy People,10
9670,AL MARTINO,12/21/1974,89,17,To The Door Of The Sun,16
9676,JOE COCKER,12/21/1974,102,5,You Are So Beautiful,20
9679,MANHATTANS,12/21/1974,109,37,Don't Take Your Love,12
9721,CHILLIWACK,12/21/1974,103,98,Crazy Talk,7
9736,DOOBIE BROTHERS,12/21/1974,75,1,Black Water,17
9741,LABELLE,12/21/1974,104,1,Lady Marmalade,20
9746,JOHN LENNON,12/21/1974,68,9,#9 Dream,12
9754,AL MARTINO,12/21/1974,89,17,To The Door Of The Sun,16
9757,JOE COCKER,12/21/1974,102,5,You Are So Beautiful,20
9765,TONY ORLANDO & DAWN,12/21/1974,74,11,Look In My Eyes Pretty Woman,12
9776,MANHATTANS,12/21/1974,109,37,Don't Take Your Love,12
9848,JOE COCKER,12/21/1974,102,5,You Are So Beautiful,20
9850,LABELLE,12/21/1974,104,1,Lady Marmalade,20
9884,DOOBIE BROTHERS,12/21/1974,75,1,Black Water,17
9908,AL MARTINO,12/21/1974,89,17,To The Door Of The Sun,16
9994,LABELLE,12/21/1974,104,1,Lady Marmalade,20
10022,JOE COCKER,12/21/1974,102,5,You Are So Beautiful,20
9533,OHIO PLAYERS,12/14/1974,73,1,Fire,17
9536,GRAND FUNK,12/14/1974,67,3,Some Kind Of Wonderful,13
9553,BILLY PRESTON,12/14/1974,80,22,Struttin',10
9570,O'JAYS,12/14/1974,75,48,Sunshine,6
9578,ELECTRIC LIGHT ORCHESTRA,12/14/1974,101,9,Can't Get It Out Of My Head,17
9585,SMOKEY ROBINSON,12/14/1974,85,56,I Am I Am,9
9586,MICHAEL HOLM,12/14/1974,97,53,When A Child Is Born,7
9589,ROY ROGERS,12/14/1974,110,65,Hoppy Gene And Me,8
9618,DICK FELLER,12/14/1974,106,105,The Credit Card Song,4
9625,OHIO PLAYERS,12/14/1974,73,1,Fire,17
9633,GRAND FUNK,12/14/1974,67,3,Some Kind Of Wonderful,13
9645,BILLY PRESTON,12/14/1974,80,22,Struttin',10
9652,ELECTRIC LIGHT ORCHESTRA,12/14/1974,101,9,Can't Get It Out Of My Head,17
9688,ROY ROGERS,12/14/1974,110,65,Hoppy Gene And Me,8
9694,SMOKEY ROBINSON,12/14/1974,85,56,I Am I Am,9
9738,GRAND FUNK,12/14/1974,67,3,Some Kind Of Wonderful,13
9744,ELECTRIC LIGHT ORCHESTRA,12/14/1974,101,9,Can't Get It Out Of My Head,17
9761,OHIO PLAYERS,12/14/1974,73,1,Fire,17
9900,ELECTRIC LIGHT ORCHESTRA,12/14/1974,101,9,Can't Get It Out Of My Head,17
